Review,Price,Shipping,Outlook,Quality,Size,Shop_Service,General,Others,Cleaned_Review
"Giày đẹp chất lượng tốt, shop giao hàng nhanh nên mua nha mn",-1,1,1,1,-1,-1,-1,-1,giày đẹp chất_lượng tốt cửa_hàng giao hàng nhanh nên mua nha mn
Okelecon dê hình aneh minh hoạ nhưng sản phẩm ôk chấm 9/10 được nhé,-1,-1,-1,-1,-1,-1,1,-1,okelecon dê_hình aneh_minh họa nhưng sản_phẩm ôk chấm 9 10 được nhé
Với giá này mà đôi giày quá ưng,-1,-1,-1,-1,-1,-1,1,-1,với giá này mà đôi giày quá ưng
Đúng với mô tả,-1,-1,-1,-1,-1,1,1,-1,đúng với mô_tả
Nên mua kích sai nha,-1,-1,-1,-1,-1,-1,-1,2,nên mua_kích sai nha
Giày đẹpp mang rất vừa rất êm chân !!! Giao hàng nhanh mà gói cũng cẩn thận,-1,1,1,1,-1,1,-1,-1,giày đẹpp mang rất vừa rất êm_chân giao hàng nhanh mà gói cũng cẩn_thận
"Shop giao hàng nhanh, đóng hàng cẩn thận. Sản phẩm khá OK. Giá tốt",-1,1,-1,-1,-1,1,2,-1,cửa_hàng giao hàng nhanh đóng hàng cẩn_thận sản_phẩm khá tốt giá tốt
Ok lắm săn sale nên giá cũng ok. Mang đi làm rất bền. Nhưng chiếc bên phải bị lỗi form. Chật ở phần mũi 1 tí,1,-1,0,1,0,-1,-1,-1,tốt lắm săn sale nên giá cũng tốt mang đi làm rất bền nhưng chiếc bên phải bị lỗi form chật ở phần mũi 1 tí
giàyy khá ổn giao hàng cx nhanh đóng gói khá cẩn thậnn nói chunh là ok,-1,1,-1,-1,-1,1,2,-1,giàyy khá ổn giao hàng cx nhanh đóng_gói khá cẩn_thậnn nói chunh là tốt
"siêu xinh, mang vào đẹp lắm đặt size 37 mang vào hơi lỏng chạy thì chắc rớt ra nhưng siêu xinh luôn",-1,-1,1,-1,2,-1,-1,-1,siêu_xinh mang vào đẹp lắm đặt kích_cỡ 37 mang vào hơi lỏng chạy thì chắc rớt ra nhưng siêu_xinh luôn
"Giày đẹp , mang vào chân nhìn rất sang , nên mua nha mn",-1,-1,1,-1,-1,-1,-1,-1,giày đẹp mang vào chân nhìn rất sang nên mua nha mn
các bạn nên mua chuẩn size giầy mà mik hay mang nha như mik là 36 thì chọn size 36 chất lượng thì hok bt bền hok dùng 1 thời gian quay lại đánh giá tiếp ns chung là siêu siêu đẹp lun mn nên mua nha .....,-1,-1,1,2,1,-1,-1,-1,các bạn nên mua chuẩn_kích_cỡ giầy mà mik hay mang nha như mik là 36 thì chọn kích_cỡ 36 chất_lượng thì hok bt bền hok dùng 1 thời_gian quay lại đánh_giá tiếp ns chung là siêu_siêu đẹp lun mn nên mua nha
Hàng đẹp chất lượng giao hàng nhanh đúng hẹn  Chỉ có phần người tư vấn quá tệ khi mình hỏi đơn hàng mình nào giao hỏi có thể nói bên giao hàng giao cho mình sớm được k thì tl kiểu cọc lóc rất khó chịu khi nhân viên tư vấn trả lời như vậy nói chung tất cả điều tốt hết chỉ có mỗi nhân viên tư vấn,-1,1,1,1,-1,0,-1,-1,hàng đẹp chất_lượng giao hàng nhanh đúng hẹn chỉ có phần người tư_vấn quá tệ khi mình hỏi đơn hàng mình nào giao hỏi có_thể nói bên giao hàng giao cho mình sớm được không thì trả_lời kiểu cọc_lóc rất khó_chịu khi nhân_viên tư_vấn trả_lời như_vậy nói_chung tất_cả điều tốt hết chỉ có mỗi nhân_viên tư_vấn
Cũng được đi khá êm nhưng k biết bền không trước mắt là giá tiền đi đôi với chất lượng không bàn cải thêm,-1,-1,-1,1,-1,-1,-1,-1,cũng được đi khá êm nhưng không biết bền không trước_mắt là giá tiền đi_đôi với chất_lượng không bàn_cải thêm
"Với giá này cũng ko hi vọng nhiều, được cái mua hàng y như hình,  26,5cm mua 44 vừa y , có miếng sốp bảo vệ mũi chống bị móp mũi giày , nói chung là rất ưng",-1,-1,1,-1,1,1,-1,-1,với giá này cũng không hi_vọng nhiều được_cái mua hàng y_như hình 26 5 cm mua 44 vừa y có miếng sốp bảo_vệ mũi chống bị móp mũi giày nói_chung là rất ưng
Ngon đẹp nhưng k có hộp bọc túi nhìn chán shop có tâm hơn tí  Giầy to bảo quản k có xốp hơi xấu  Lỗ đầu giầy còn lỗi ít  Shipped nhiệt tình  Mong shop rút kinh nghiệm,-1,1,1,-1,-1,0,-1,-1,ngon đẹp nhưng không có hộp bọc_túi nhìn chán cửa_hàng có tâm hơn tí giầy to bảo_quản không có xốp_hơi xấu lỗ đầu giầy còn lỗi ít shipped nhiệt_tình mong cửa_hàng rút kinh_nghiệm
Giao hàng rất nhanh shop giao đúng mẫu đúng hình đánh giá 5 sao shipper nhiệt tình,-1,1,-1,-1,-1,1,-1,-1,giao hàng rất nhanh cửa_hàng giao đúng mẫu đúng hình đánh_giá 5 sao người giao hàng nhiệt_tình
"Sản phẩm giống như hình ảnh, phù hợp với giá tiền. Thanks shop",-1,-1,1,-1,-1,-1,-1,-1,sản_phẩm giống như hình_ảnh phù_hợp với giá tiền thanks cửa_hàng
giao hàng nhanh đóng gói cẩn thận giày mới móp nhưng hok sao đẹp,-1,1,1,2,-1,1,-1,-1,giao hàng nhanh đóng_gói cẩn_thận giày mới móp nhưng hok sao đẹp
Giống hình 100% nên mua nha mn,-1,-1,1,-1,-1,-1,-1,-1,giống hình 100 nên mua nha mn
Hàng tốt chất lượng nên mua,-1,-1,-1,1,-1,-1,-1,-1,hàng tốt chất_lượng nên mua
Hàng đúng với hình giá cả phải chăng giáo hàng nhanh cảm ơn sop,2,1,-1,-1,-1,1,-1,-1,hàng đúng với hình giá_cả phải_chăng_giáo hàng nhanh cảm_ơn sop
"Giày bị rộng so với chân, nếu các b mua thì nên giảm đi 1 size, giày ko ôm chân lắm nên cảm giác chân bị hơi to Phù hợp giá tiền",-1,-1,-1,-1,0,-1,-1,-1,giày bị rộng so với chân nếu các b mua thì nên giảm đi 1 kích_cỡ giày không ôm chân lắm nên cảm_giác chân bị hơi to phù_hợp giá tiền
"giày đẹp, phù hợp với giá tiền, nên mua nha..........",-1,-1,1,-1,-1,-1,2,-1,giày đẹp phù_hợp với giá tiền nên mua nha
"Giao hàng lâu do ở nước ngoài, nhưng vẫn nhanh hơn dự kiến",-1,1,-1,-1,-1,-1,-1,-1,giao hàng lâu do ở nước_ngoài nhưng vẫn nhanh hơn dự_kiến
Giày màu đẹp bền tốt siêu ưng 🥰🥰 Mang đi chơi 1 hôm bạn mình hỏi mua chỗ nào đấy để ké =))),-1,1,1,1,-1,-1,-1,-1,giày màu đẹp bền tốt siêu_ưng mang đi chơi 1 hôm bạn mình hỏi mua chỗ nào đấy để ké
"Giày vừa chân, 1 chiếc mất form, nhưng rẻ, tầm 1 tháng nhận đc",1,-1,0,-1,1,-1,-1,-1,giày vừa chân 1 chiếc mất form nhưng rẻ tầm 1 tháng nhận được
"Hàng đẹp , hàng chuẩn sai, giao hàng nhanh. Lần sau mua sẽ ủng hộ shop",-1,1,1,-1,1,-1,-1,-1,hàng đẹp hàng chuẩn sai giao hàng nhanh lần sau mua sẽ ủng_hộ cửa_hàng
"Đóng gói kĩ, sản phẩm đẹp mang rất vừa chân thích lắm",-1,-1,1,-1,1,1,-1,-1,đóng_gói kĩ_sản_phẩm đẹp mang rất vừa chân_thích lắm
"Hàng giống mô tả, giao hàng đầy đủ, giá cả hợp lý, đóng gói chưa tốt giầy bị móp, không có hộp cho từng đôi .  Chúc shop buôn may bán đắt..  Đế hơi cứng.",2,-1,1,0,-1,0,-1,-1,hàng giống mô_tả giao hàng đầy_đủ giá_cả hợp_lý đóng_gói chưa tốt giầy bị móp không có hộp cho từng đôi chúc cửa_hàng buôn_may bán đắt_đế hơi cứng
Giày đẹp mỗi tội là khoong đóng hộp. Chất vừa giá rẻ.,1,-1,1,-1,-1,0,-1,-1,giày đẹp mỗi tội là khoong đóng hộp chất vừa giá rẻ
Mua ủng họi shop nhea ok á nhưng hơi rộng tí ￼,-1,-1,-1,-1,0,-1,-1,-1,mua ủng họi cửa_hàng nhea tốt_á nhưng hơi rộng tí
"Thang 7 - Thang Tri An - Dang ky ngay goi cuoc DATA sieu khung tu MobiFone: 27.000 d, co 27 GB Data/3 ngay ngoai ra con duoc dang ky them toi da 6 thue bao de su dung chung goi cuoc. Soan ngay TRIAN gui 999 de dang ky, hoac TANG TRIAN So dien thoai nguoi nhan gui 999 de tang goi cuoc nay cho nguoi t",-1,-1,-1,-1,-1,-1,-1,2,thang 7 thang_tri an_dang ky ngay goi cuoc data sieu khung tu mobifone 27 000 d co 27 gb data 3 ngay ngoai ra con duoc dang ky them toi da 6 thue bao_de su_dung chung goi cuoc soan ngay trian gui 999 de dang ky hoac tang_trian so dien thoai nguoi nhan_gui 999 de_tang goi cuoc nay cho nguoi t
M mua size này bị chật xong đổi sang size 40 phải mất phí đi phí về:)) size 40 lại tộng với m quá;-;,-1,-1,-1,-1,0,-1,-1,-1,m mua kích_cỡ này bị chật xong đổi sang kích_cỡ 40 phải mất_phí đi phí về kích_cỡ 40 lại tộng với m quá
"GIày sneaker nam nữ màu trắng cao cấp mẫu mới nhất 2021 ------------------------- - Chất liệu da PU dễ làm sạch - Đế cao 3cm chất liệu bằng cao su tổng hợp nên mang rất nhẹ và êm chân - Xuất xứ Quảng Châu - Phù hợp đi chơi, đi học đi làm - Giày sneaker trắng nên dễ dàng kết hợp với mọi trang phục -",-1,-1,-1,-1,-1,-1,-1,2,giày sneaker nam_nữ màu trắng cao_cấp mẫu mới nhất 2021 chất_liệu da_pu dễ làm sạch_đế cao 3 cm chất_liệu bằng cao_su tổng_hợp nên mang rất nhẹ và êm_chân xuất_xứ quảng_châu phù_hợp đi chơi đi học đi làm giày sneaker trắng nên dễ_dàng kết_hợp với mọi trang_phục
"Hàng i hình, i size, giao hàng nhanh, sẽ tiếp tục ủng hộ, cảm ơn shop, hình ảnh và video chỉ để nhận xu",-1,1,1,-1,1,-1,-1,-1,hàng i_hình i_kích_cỡ giao hàng nhanh sẽ tiếp_tục ủng_hộ cảm_ơn cửa_hàng hình_ảnh và video chỉ để nhận xu
"￼lỗ xỏ dây chưa được đẹp lắm, giao hàng nhanh đúng size tầm giá thì nên thử",-1,1,0,-1,1,-1,-1,-1,lỗ xỏ dây chưa được đẹp lắm giao hàng nhanh đúng kích_cỡ tầm_giá thì nên thử
"Giao hàng nhanh, chất lượng đảm bảo, shop giao cho mình bị lệch thế này thì đi làm sao bây giờ, xong còn thư cảm ơn nữa :)))))))  #justforfun",-1,1,-1,1,-1,0,-1,-1,giao hàng nhanh chất_lượng đảm_bảo cửa_hàng giao cho mình bị lệch thế_này thì đi làm_sao bây_giờ xong còn thư cảm_ơn nữa justforfun
"Giày đẹp lắm nha, đế cao đi thoải mái mình nghe mn lên 1size thấy vẫn hơi kích Shop đóng gói cẩn thận lắm, 2 cái hộp nhưng tới nơi vẫn méo chút xíu :(((  Hàng giao nhanh mình ngoại tỉnh 3 ngày là nhận được rồi Nchung là đáng mua lắm nha",-1,1,1,-1,-1,1,-1,-1,giày đẹp lắm nha_đế cao đi thoải_mái mình nghe mn lên 1 size thấy vẫn hơi_kích cửa_hàng đóng_gói cẩn_thận lắm 2 cái hộp nhưng tới nơi vẫn méo chút_xíu hàng giao nhanh mình ngoại_tỉnh 3 ngày là nhận được rồi nchung là đáng mua lắm nha
trước ngực người Việt của cậu có người kêu đều bị cthuc yêu best TV,-1,-1,-1,-1,-1,-1,-1,2,trước ngực người việt của cậu có người kêu đều bị cthuc yêu best tv
"Sản phẩm rất tốt, mua giá này cũng quá rẻ, cho shop 5 sao nha 💗",1,-1,-1,-1,-1,-1,1,-1,sản_phẩm rất tốt mua giá này cũng quá rẻ cho cửa_hàng 5 sao nha
"Hàng khá là đẹp , đóng gói cẩn thật mình rất hài lòng",-1,-1,2,-1,-1,1,-1,-1,hàng khá là đẹp đóng_gói cẩn thật mình rất hài_lòng
"Chất lượng sản phẩm ok, đẹp , giao hàng nhanh , đúng vs mô tả",-1,1,1,1,-1,1,-1,-1,chất_lượng sản_phẩm tốt_đẹp giao hàng nhanh đúng vs mô_tả
Quá tuyệt vời nha mọi người . Mọi người nên thử mua ạ,-1,-1,-1,-1,-1,-1,1,-1,quá tuyệt_vời nha mọi người mọi người nên thử mua ạ
Ns chung cx ổn giày có vài chỗ hơi dơ xíu  Ổn áp á,-1,-1,0,-1,-1,-1,2,-1,ns chung cx ổn giày có vài chỗ hơi dơ_xíu ổn áp_á
"giầy đi chắc chắn, êm chân, vừa vặn, sẽ tiếp tục ủng hộ shop",-1,-1,-1,1,1,-1,-1,-1,giầy đi chắc_chắn êm_chân vừa vặn sẽ tiếp_tục ủng_hộ cửa_hàng
Hàng cũng đẹp nha nhưng chỗ sỏ dây dày thì hơi xiên sẹo lỗ ro lỗ nhỏ mong shop khắc phục,-1,-1,2,-1,-1,-1,-1,-1,hàng cũng đẹp_nha nhưng chỗ_sỏ dây dày thì hơi xiên sẹo lỗ_ro lỗ nhỏ mong cửa_hàng khắc_phục
"Giày đẹp, giao nhanh, không có vết bẩn, không biết là mang được lâu hay không thôi. Nhẹ tênh, phù hợp giá tiền",-1,1,1,2,-1,-1,2,-1,giày đẹp giao nhanh không có vết bẩn không biết là mang được lâu hay không thôi nhẹ_tênh phù_hợp giá tiền
Lấy rộng hơn 1size mà đi vẫn chật,-1,-1,-1,-1,0,-1,-1,-1,lấy rộng hơn 1 size mà đi vẫn chật
"khá ổn so với giá tiền,phù hợp với mọi lứa tuổi,đẹp,rẻ",1,-1,1,-1,-1,-1,2,-1,khá ổn so với giá tiền phù_hợp với mọi lứa tuổi đẹp rẻ
"Giày giao hàng lâu. Cũng gần 1 tháng mới nhận được. Bọc trong hộp, chất đi êm chân, cứng cáp, đứng form chân.",-1,0,-1,1,-1,-1,-1,-1,giày giao hàng lâu cũng gần 1 tháng mới nhận được bọc trong hộp chất đi êm_chân cứng_cáp đứng form chân
"Hình ảnh mang tính chất minh hoạ tại mình mua hộ. Nhưng hộp có tag mác đnagf hoàng,mà màu rất xinh nha,nên mua mha",-1,-1,1,-1,-1,1,-1,-1,hình_ảnh mang tính_chất minh_họa tại mình mua hộ nhưng hộp có tag mác đnagf_hoàng mà màu rất xinh_nha nên mua mha
Êm nên mua nha! Hàng tốt Đẹp chuẩn Cứng Cao,-1,-1,1,1,-1,-1,-1,-1,êm nên mua nha hàng tốt_đẹp chuẩn cứng cao
Hàng đẹp chuẩn y mẫu màu đẹp đó mua dùm nên k kịp chụp ảnh .nói chung OK giá rẻ hàng quốc tế mà giao nhanh nhân viên nhiệt tình thân thiện nói chung mọi người nên mua .cho 5 sao,1,1,1,-1,-1,-1,-1,-1,hàng đẹp chuẩn y_mẫu màu đẹp đó mua dùm nên không kịp chụp ảnh nói_chung tốt giá rẻ hàng quốc_tế mà giao nhanh nhân_viên nhiệt_tình thân_thiện nói_chung mọi người nên mua cho 5 sao
Tiền nào của đó giày cũn khá xinh tầm ổn với giá tiền nhma đường khâu mũi chỉ kh đc hoàn thiện cho lắm vết in chữ bị lem nhma nói chung đáng mua nha mng. đặt thêm hộp giày mà bên khâu vận chuyển làm mốp méo tiếc ghê,-1,0,2,-1,-1,-1,-1,-1,tiền nào của đó giày cũn khá xinh_tầm ổn với giá tiền nhma đường khâu mũi chỉ không được hoàn_thiện cho lắm vết in chữ bị lem nhma nói_chung đáng mua nha mng đặt thêm hộp giày mà bên khâu vận_chuyển làm mốp méo tiếc ghê
"Shop tư vấn nhiệt tình, nên mình mua hàng cảm thấy yên tâm và tin tưởng. Cảm ơn shop về sp, sẽ ủng hộ shop nữa.",-1,-1,-1,-1,-1,1,-1,-1,cửa_hàng tư_vấn nhiệt_tình nên mình mua hàng cảm_thấy yên_tâm và tin_tưởng cảm_ơn cửa_hàng về sản_phẩm sẽ ủng_hộ cửa_hàng nữa
"Quần giống ảnh  Ống đứng k rộng lắm  Quần tạm ổn, đúng vs giá tiền  Mua cho ny mặc thấy bảo ok, M7 50kg mặc size 29 vừa nha  H/a mang tc nhận xu",-1,-1,-1,-1,-1,-1,2,-1,quần giống ảnh ống đứng không rộng lắm quần tạm ổn đúng vs giá tiền mua cho ny mặc thấy bảo tốt m7 50 kg mặc_kích_cỡ 29 vừa nha_h a mang tc nhận xu
Ok! Nên mua nha m.n,-1,-1,-1,-1,-1,-1,1,-1,tốt nên mua nha m n
Giầy đẹp nha mềm lắm đi vừa chân luôn đúng kích cỡ mà shop đăng nha rất uy tín ship hàng cũng nhanh nữa,-1,1,1,1,1,1,-1,-1,giầy đẹp nha_mềm lắm đi vừa chân luôn đúng kích_cỡ mà cửa_hàng đăng_nha rất uy_tín giao hàng hàng cũng nhanh nữa
ui i can you please send me a link for your phone call to discuss your,-1,-1,-1,-1,-1,-1,-1,2,ui i can you please send me a link for your phone call to discuss your
Giày lên from đẹp lắm.Giá hạt dẻ shop tư vấn nhiệt tình nên mua nha mn,1,-1,1,-1,-1,1,-1,-1,giày lên from đẹp lắm giá hạt_dẻ cửa_hàng tư_vấn nhiệt_tình nên mua nha mn
"Nhận đi thử mấy hôm r giày đẹp, êm chân mà mỗi tội có 1 vài chỗ nhìn có vẻ không chắc chắn dễ bong keo!",-1,-1,1,2,-1,-1,-1,-1,nhận đi thử mấy hôm r giày đẹp êm_chân mà mỗi tội có 1 vài chỗ nhìn có_vẻ không chắc_chắn dễ bong keo
h/anh chỉ mang tchat minh hoạ nma giày okee á mng mình săn dc giá khá ổn áp so với hàng 1:1 nhee chúc mng mua dc hàng ukii,-1,-1,-1,-1,-1,-1,2,-1,h anh chỉ mang tchat_minh họa nma giày okee á_mng mình săn dc giá khá ổn_áp so với hàng 1 1 nhee chúc mng mua dc hàng ukii
Hàng đẹp 😍,-1,-1,1,-1,-1,-1,-1,-1,hàng đẹp
Shop giao hàng rất nhanh khi mở ra đôi giày rất đẹp mình rất ưng.giày màu trắng nhìn đẹp lắm,-1,1,1,-1,-1,-1,-1,-1,cửa_hàng giao hàng rất nhanh khi mở ra đôi giày rất đẹp mình rất ưng giày màu trắng nhìn đẹp lắm
Giày đi mềm mại rất đáng tiền nhé sẽ ủng hộ lần sau,-1,-1,-1,1,-1,-1,-1,-1,giày đi mềm_mại rất đáng tiền nhé sẽ ủng_hộ lần sau
"Cpi hàng nhanh,Giao đúng mẫu,đúng màu.săn sale đk nên với giá đó thì k phàn nàn j.có tăng chiều cao, mặc vào vừa in luôn.đẹp đáng mua ạ",-1,1,-1,-1,-1,1,-1,-1,cpi hàng nhanh giao đúng mẫu đúng màu săn sale đk nên với giá đó thì không phàn_nàn j có tăng chiều cao mặc vào vừa in luôn đẹp_đáng mua ạ
Hơi nhiều chỉ thừa 1 tý.  Sản phẩm okela so với giá nên mua nha,-1,-1,-1,2,-1,-1,1,-1,hơi nhiều chỉ thừa 1 tý sản_phẩm tốt so với giá nên mua nha
"giày bao đẹp lun nha🥰giá cx rẻ mà nói chung đẹp, không lỗi🥰 ( hình ảnh mang tính chất nhận xu )",1,-1,1,2,-1,-1,-1,-1,giày bao đẹp lun nha giá cx rẻ mà nói_chung đẹp không lỗi hình_ảnh mang tính_chất nhận xu
Hình ảnh chỉ mang tính chất nhận xu  Giá này thì hợp với kiểu này thôi cũng OK lắm,-1,-1,-1,-1,-1,-1,2,-1,hình_ảnh chỉ mang tính_chất nhận xu_giá này thì hợp với kiểu này thôi cũng tốt lắm
